Price;Up or Down;Volume;High;Low;EMA(Price);Typical;RMF(in M);MFR;MFR Index;PVI;EMA(PVI);NVI;EMA(NVI);OSCP;RMF;MFI;Bollinger Up;Bollinger Down;bollOsc;gainLoss;RSI;Stochastic Osc;Marron;Verde;Azul
18.63;1;3125721;18.655;18.48;18.2961712;2140.86;-6691.74;1.56;60.99;1008.03;1048.71;1009.49;1091.81;14.79;1.08E+10;60.99;18.8;17.59;36.1;0.07;59.51;96.09;94.32;109.11;-0.89
18.515;-1;6517930;18.69;18.41;18.31805408;2123.56;-13841.25;1.41;58.53;1007.42;1050.01;1009.49;1091.76;8.96;-6.69E+09;58.53;18.82;17.62;24.52;-0.115;56.62;74.07;82.18;91.14;-0.8
18.325;-1;5599119;18.445;18.18;18.31874867;2048.31;11468.72;1.06;51.35;1007.42;1051.18;1008.46;1090.59;8.07;-1.38E+10;51.35;18.82;17.66;7.25;-0.19;52.1;45.93;63;71.07;-18.69
18.6;1;6275992;18.605;18.27;18.34687381;2107.46;-13226.42;1.07;51.58;1008.92;1053.83;1008.46;1089.55;17.82;1.15E+10;51.58;18.8;17.76;30.42;0.275;57.4;86.67;84.14;101.96;-16.82
18.44;-1;4261398;18.59;18.35;18.35618643;2096.79;-8935.26;0.85;45.93;1008.92;1056.21;1007.6;1087.67;16.04;-1.32E+10;45.93;18.82;17.78;13.83;-0.16;53.68;62.96;67.21;83.25;-30.05
18.195;-1;7020802;18.515;18.06;18.34006778;2028.02;14238.33;0.79;44;1007.59;1056.92;1007.6;1085.99;5.09;-8.94E+09;44;18.81;17.8;-10.83;-0.245;48.5;26.67;45.28;50.36;-27.04
18.365;1;4525814;18.375;18.085;18.34256101;2034.3;-9206.87;0.99;49.73;1007.59;1057.56;1008.54;1085.47;4.58;1.42E+10;49.73;18.74;17.93;3.47;0.17;51.96;51.85;61.22;65.8;-8.29
18.225;-1;3273516;18.325;18.09;18.3308049;2013.86;6592.4;1.09;52.16;1007.59;1058.13;1007.78;1084.18;4.12;-9.21E+09;52.16;18.71;17.99;-17.75;-0.14;49.04;31.11;46.91;51.03;-20.68
18.245;1;3625869;18.34;18.165;18.32222441;2026.08;7346.31;1.42;58.61;1007.7;1058.76;1007.78;1083.02;4.48;6.59E+09;58.61;18.67;18.06;-19.47;0.02;49.47;29.37;49.2;53.68;-18.61
18.35;1;3477498;18.4;18.14;18.32500197;2040.48;7095.78;1.27;56;1007.7;1059.34;1008.35;1082.6;4.03;7.35E+09;56;18.67;18.08;-4.03;0.105;51.81;46.03;59.56;63.6;-6.85
18.59;1;8100792;18.64;18.29;18.35150178;2112.6;-17113.75;1.25;55.65;1009.01;1061.24;1008.35;1082.21;12.83;7.10E+09;55.65;18.69;18.09;33.52;0.24;56.74;84.13;86.98;99.81;-6.16
18.585;-1;4441200;18.65;18.475;18.3748516;2134.54;9479.93;1.26;55.67;1009.01;1062.96;1008.32;1081.84;11.55;-1.71E+10;55.67;18.71;18.09;30.28;-0.005;56.61;83.33;85.17;96.72;-6.01
18.64;1;3506821;18.64;18.45;18.40136644;2136.82;7493.43;1.22;55.02;1009.01;1064.5;1008.62;1081.82;10.39;9.48E+09;55.02;18.73;18.1;35.96;0.055;57.76;92.06;89.72;100.11;-0.29
18.78;1;7187773;18.795;18.615;18.43922979;2190.18;15742.51;1.3;56.52;1009.76;1066.7;1008.62;1081.8;14.64;7.49E+09;56.52;18.77;18.08;51.09;0.14;60.61;97.96;100.44;115.08;-0.26
19.06;1;6335456;19.1;18.745;18.50130681;2274.68;14411.14;1.42;58.67;1009.76;1068.68;1010.11;1083.4;13.17;1.57E+10;58.67;18.87;18.03;71.99;0.28;65.61;96.15;114.16;127.34;25.64
19.285;1;6926615;19.295;18.965;18.57967613;2352.32;16293.6;2.13;68.03;1010.94;1071.75;1010.11;1084.84;20.16;1.44E+10;68.03;19.02;17.94;75.2;0.225;69.02;99.19;122.66;142.82;23.08
19.37;1;5708486;19.465;19.2;18.65870852;2413.04;13774.79;3.1;75.62;1010.94;1074.5;1010.55;1086.62;18.15;1.63E+10;75.62;19.15;17.88;66.96;0.085;70.22;93.24;121.94;140.08;28.53
19.535;1;4435522;19.58;19.33;18.74633767;2464.54;-10931.54;3.04;75.26;1010.94;1076.98;1011.4;1089.16;16.33;1.38E+10;75.26;19.31;17.81;64.91;0.165;72.45;97.04;122.49;138.82;40.75
19.49;-1;4529897;19.555;19.35;18.8207039;2458.27;-11135.7;2.88;74.23;1010.71;1078.97;1011.4;1091.44;13.08;-1.09E+10;74.23;19.43;17.79;53.57;-0.045;70.89;94.08;115.02;128.1;36.68
19.2;-1;6047741;19.325;19.02;18.85863351;2352.39;14226.67;2.88;74.24;1009.22;1079.12;1011.4;1093.5;1.3;-1.11E+10;74.24;19.48;17.84;33.13;-0.29;61.68;74.58;96.95;98.25;33.01
19.21;1;4916811;19.3;19.09;18.89377016;2359.22;-11599.86;2.94;74.62;1009.22;1079.25;1011.46;1095.41;1.17;1.42E+10;74.62;19.53;17.85;30.97;0.01;61.86;75.17;96.25;97.42;30.64
19.155;-1;5181001;19.4;19.095;18.91989314;2365.28;12254.51;2.59;72.12;1008.93;1079.06;1011.46;1097.13;-0.96;-1.16E+10;72.12;19.57;17.86;25.66;-0.055;60.15;70.49;90.71;89.75;27.57
19.17;1;3316783;19.295;19.03;18.94490383;2346.3;7782.18;2.6;72.19;1008.93;1078.9;1011.53;1098.76;-0.86;1.23E+10;72.19;19.6;17.91;24.55;0.015;60.47;71.53;90.53;89.66;26.21
19.51;1;7960731;19.51;19.09;19.00141345;2422.14;19282;2.85;74.05;1010.71;1080.65;1011.53;1100.23;11.7;7.78E+09;74.05;19.68;17.92;40.38;0.34;66.97;94.57;106.46;118.16;23.59
19.53;1;5796438;19.94;19.385;19.0542721;2516.36;14585.9;2.8;73.69;1010.71;1082.24;1011.64;1101.67;10.53;1.93E+10;73.69;19.76;17.92;37.64;0.02;67.31;72.48;101.4;111.93;23.07
19.78;1;5837535;19.78;19.365;19.12684489;2525.51;-14742.74;3.9;79.58;1011.99;1085.07;1011.64;1102.96;18.48;1.46E+10;79.58;19.87;17.9;45.48;0.25;71.29;89.26;113.06;131.54;20.76
19.665;-1;2253742;19.865;19.595;19.1806604;2551.56;5750.57;3.21;76.24;1011.99;1087.61;1011.05;1103.48;16.64;-1.47E+10;76.24;19.95;17.91;36.07;-0.115;67.23;79.25;102.98;119.61;8.28
19.77;1;2371344;19.87;19.63;19.23959436;2570.42;-6095.34;2.99;74.91;1012.52;1090.5;1011.05;1103.95;18.73;5.75E+09;74.91;20.03;17.95;37.67;0.105;68.97;85.77;105.07;123.8;7.46
19.595;-1;3303825;19.84;19.475;19.27513493;2523.73;8337.97;2.23;69;1011.64;1092.1;1011.05;1104.36;10.63;-6.10E+09;69;20.08;17.98;26.95;-0.175;62.98;64.62;90.23;100.86;6.71
19.77;1;3784018;19.84;19.615;19.32462143;2564.57;-9704.4;2.1;67.73;1012.53;1094.54;1011.05;1104.74;15.85;8.34E+09;67.73;20.14;18.02;32.45;0.175;66.15;81.52;96.75;112.6;6.04
19.17;-1;1.38E+07;1.98E+01;1.90E+01;1.93E+01;2407.56;-33240.51;1.12;52.72;1009.49;1093.34;1011.05;1105.08;-7.09;-9.70E+09;52.72;20.12;18.13;2.42;-0.6;50.27;18.09;55.72;48.63;5.44
18.88;-1;7500040;19.145;18.67;19.26624336;2249.47;16871.12;0.82;45.14;1009.49;1092.26;1009.54;1103.71;-6.38;-3.32E+10;45.14;20.1;18.19;-13.78;-0.29;44.69;16.54;40.78;34.4;-22.01
18.93;1;4736864;19.04;18.67;19.23261903;2243.06;-10625.06;1.04;51.01;1009.49;1091.29;1009.81;1102.76;-5.74;1.69E+10;51.01;20.05;18.29;-13.66;0.05;45.8;20.47;44.99;39.25;-15.17
18.31;-1;1.73E+07;1.86E+01;1.83E+01;1.91E+01;2070.66;35788.63;0.84;45.69;1006.22;1086.88;1009.81;1101.91;-28.21;-1.06E+10;45.69;20.04;18.3;-49.6;-0.62;36.07;3.55;16.67;-11.54;-13.65
18.41;1;8410251;18.46;18.25;19.06732141;2067.41;17387.46;0.89;47.17;1006.22;1082.9;1010.35;1101.74;-25.39;3.58E+10;47.17;20.04;18.31;-44.45;0.1;38.35;9.47;22.11;-3.28;-2.7
18.55;1;6885325;18.595;18.315;19.01558927;2105.84;-14499.41;1.15;53.43;1006.22;1079.32;1011.11;1102.43;-22.85;1.74E+10;53.43;20.04;18.31;-36.04;0.14;41.49;17.75;32.4;9.54;11
18.505;-1;4709947;18.675;18.41;18.96453034;2120.71;9988.45;0.97;49.3;1006.22;1076.1;1010.87;1102.78;-20.57;-1.45E+10;49.3;20.05;18.3;-38.05;-0.045;40.77;15.09;28.52;7.96;5.58
18.665;1;7052473;18.8;18.32;18.93457731;2142.84;-15112.33;0.93;48.3;1007.08;1074.11;1010.87;1103.09;-12.43;9.99E+09;48.3;20.04;18.3;-29.04;0.16;44.45;24.56;35.95;23.52;5.02
18.505;-1;5971159;18.8;18.48;18.89161958;2143.03;-12796.36;0.72;41.8;1007.08;1072.31;1010.01;1102.42;-11.18;-1.51E+10;41.8;20.06;18.26;-36.49;-0.16;41.66;15.74;26.11;14.92;-10.69
18.385;-1;5770332;18.59;18.275;18.84095762;2081.99;12013.79;0.54;35.26;1007.08;1070.7;1009.37;1101.11;-10.07;-1.28E+10;35.26;20.08;18.19;-39.48;-0.12;39.65;8.33;19.11;9.04;-21.03
18.52;1;4284894;18.55;18.19;18.80886186;2083.03;8925.58;0.64;38.96;1007.08;1069.24;1010.1;1100.73;-9.06;1.20E+10;38.96;20.08;18.13;-29.88;0.135;42.99;19.64;29.3;20.24;-6.09
18.65;1;3785332;18.67;18.345;18.79297567;2129.22;-8059.79;0.65;39.52;1007.08;1067.94;1010.8;1101.16;-8.15;8.93E+09;39.52;20.06;18.09;-21.54;0.13;46.07;27.88;36.67;28.52;6.88
18.45;-1;5080392;18.72;18.415;18.7586781;2120.08;10770.85;0.64;39.07;1006.01;1065.63;1010.8;1101.55;-14.88;-8.06E+09;39.07;20.03;18.04;-29.18;-0.2;42.28;15.76;28.71;13.83;6.19
19.24;1;2.08E+07;1.95E+01;1.90E+01;1.88E+01;2385.44;49507.74;0.94;48.56;1010.29;1068.02;1010.8;1101.9;16.73;1.08E+10;48.55;20.01;18.04;11.15;0.79;57.26;64.02;69.15;85.88;5.57
19.29;1;6342395;19.375;19.11;18.85512926;2380.75;-15099.64;1.42;58.63;1010.29;1070.18;1011.06;1102.49;15.06;4.95E+10;58.62;20.01;18.04;13.47;0.05;58;83.02;78.88;93.94;9.62
19.28;-1;3961613;19.4;19.25;18.89761634;2400.04;9508.02;1.53;60.51;1010.29;1072.12;1011.01;1102.98;13.55;-1.51E+10;60.49;20.02;18.04;12.79;-0.01;57.78;82.26;79.24;92.8;7.74
19.33;1;5768010;19.4;19.255;18.9408547;2406.89;-13882.95;1.57;61.06;1010.55;1074.15;1011.01;1103.41;14.02;9.51E+09;61.05;20.03;18.04;14.87;0.05;58.62;86.04;81.61;95.63;6.96
19.145;-1;3921833;19.31;19.02;18.96126923;2343.83;-9192.13;2.22;68.91;1010.55;1075.97;1010.05;1102.74;12.62;-1.39E+10;68.9;20.03;18.04;5.62;-0.185;54.35;72.08;76.45;89.07;-10.74
18.68;-1;1.23E+07;1.90E+01;1.87E+01;1.89E+01;2205.32;-27049.88;1.37;57.8;1008.12;1074.96;1010.05;1102.14;-5.73;-9.19E+09;57.79;19.99;18.02;-16.29;-0.465;45.41;36.98;49.62;43.88;-9.66
18.325;-1;8938042;18.74;18.325;18.87232808;2097.67;-18749.03;1;50.12;1008.12;1074.05;1008.15;1099.51;-5.16;-2.70E+10;50.1;19.95;17.96;-31.6;-0.355;40;10.19;30.95;25.79;-42.14
18.005;-1;9833504;18.5;18.005;18.78559527;1999.11;19658.26;0.92;48.01;1006.38;1071.37;1008.15;1097.15;-16.93;-1.87E+10;48;19.88;17.88;-43.85;-0.32;35.85;0;20;3.07;-37.93
18.18;1;7137077;18.21;17.81;18.72503574;1965.38;14027.07;0.91;47.77;1006.38;1068.96;1009.12;1096.07;-15.24;1.97E+10;47.75;19.81;17.84;-32.67;0.175;39.55;21.7;30.93;15.69;-17.35
18.27;1;1.40E+07;1.83E+01;1.81E+01;1.87E+01;2013.85;-28197.29;1.29;56.29;1006.87;1067.31;1009.12;1095.09;-10.23;1.40E+10;56.27;19.69;17.84;-26.59;0.09;41.41;26.98;40.04;29.81;-15.62
18.15;-1;4720298;18.39;18.14;18.62657895;2018.25;-9526.73;1.32;56.86;1006.87;1065.82;1008.47;1093.51;-9.21;-2.82E+10;56.85;19.6;17.81;-31.16;-0.12;39.65;19.94;36;26.79;-25.51
18.13;-1;2.36E+07;1.84E+01;1.81E+01;1.86E+01;2010.98;-47411.95;0.85;45.89;1006.76;1064.37;1008.47;1092.07;-9.06;-9.53E+09;45.87;19.45;17.83;-31.68;-0.02;39.35;18.77;29.9;20.84;-22.96
18.115;-1;3935507;18.3;18.05;18.53072895;1994.55;-7849.57;0.76;43.05;1006.76;1063.06;1008.38;1090.7;-8.15;-4.74E+10;43.03;19.4;17.8;-30.19;-0.015;39.11;17.89;28.96;20.81;-22.09
18.005;-1;3802981;18.225;17.975;18.47815606;1966.11;7477.09;0.77;43.56;1006.76;1061.88;1007.78;1088.8;-7.34;-7.85E+09;43.54;19.39;17.74;-33.89;-0.11;37.32;11.44;25.39;18.06;-30.39
18.255;1;1.58E+07;1.83E+01;1.79E+01;1.85E+01;2000.4;-31514.34;0.66;39.64;1008.15;1062.28;1007.78;1087.1;3.16;7.48E+09;39.64;19.35;17.72;-17.13;0.25;43.64;27.99;37.74;40.9;-27.35
18.085;-1;6059428;18.22;18.08;18.41875641;1985.84;12033.05;0.52;34.22;1008.15;1062.64;1006.85;1084.57;2.85;-3.15E+10;34.22;19.36;17.69;-26.54;-0.17;40.64;17.3;27.04;29.89;-40.63
18.19;1;5805592;18.235;18.02;18.39588077;1992.38;11566.94;0.62;38.42;1008.15;1062.97;1007.43;1082.9;2.56;1.20E+10;38.42;19.36;17.67;-19.46;0.105;43.23;23.9;35.08;37.65;-26.68
18.49;1;6104539;18.56;18.36;18.40529269;2100.23;12820.92;0.62;38.17;1009.8;1065.02;1007.43;1081.41;13.91;1.16E+10;38.17;19.36;17.67;-1.42;0.3;49.96;45.33;50.91;64.82;-24.01
18.535;1;1.32E+07;1.86E+01;1.84E+01;1.84E+01;2114.47;-28000.52;0.84;45.72;1010.04;1067.12;1007.43;1080.06;14.23;1.28E+10;45.72;19.36;17.67;1.19;0.045;50.9;63.04;59.41;73.65;-21.61
18.155;-1;5641564;18.245;18.01;18.39193708;1988.53;11218.43;0.94;48.5;1010.04;1069.02;1005.38;1076.66;12.81;-2.80E+10;48.5;19.35;17.64;-20.04;-0.38;43.47;37.1;42.15;54.96;-54.58
18.21;1;1622155;18.3;18.165;18.37374337;2017.79;3273.16;1.12;52.91;1010.04;1070.73;1005.68;1073.92;11.53;1.12E+10;52.91;19.34;17.63;-15.96;0.055;44.73;50.63;49.28;60.81;-44.04
18.405;1;5983383;18.48;18.2;18.37686903;2063.42;-12346.24;1.48;59.74;1011.11;1073.43;1005.68;1071.45;17.91;3.27E+09;59.74;19.34;17.63;-4.6;0.195;49.06;75.32;64.65;82.56;-39.63
18.305;-1;4124528;18.465;18.285;18.36968213;2060.12;8497.03;1.23;55.11;1011.11;1075.86;1005.14;1068.65;16.12;-1.23E+10;55.11;19.34;17.61;-9.92;-0.1;47.02;56.62;55.55;71.67;-44.82
18.32;1;1485771;18.35;18.24;18.36471392;2043.93;3036.81;0.99;49.65;1011.11;1078.04;1005.22;1066.22;14.51;8.50E+09;49.65;19.32;17.6;-8.28;0.015;47.38;58.82;54.17;68.68;-38.96
